id,region,usuario,antiguedad,genero
29012,RegionA,Pesado,21.46998496,Hombre
29013,RegionC,Ligero,48.49115163,Mujer
29014,RegionC,Ligero,60.74275814,Mujer
29015,RegionA,Ligero,41.20788565,Hombre
29016,RegionB,Ligero,18.57700647,Hombre
29017,RegionA,Ligero,29.97622063,Hombre
29018,RegionA,Ligero,41.8867284,Mujer
29019,RegionA,Ligero,61.53159921,Hombre
29020,RegionB,Ligero,52.94918683,Hombre
29021,RegionC,Pesado,31.48747952,Mujer
29022,RegionB,Ligero,26.44523669,Mujer
29023,RegionC,Ligero,43.45878615,Mujer
29024,RegionB,Ligero,58.49279423,Hombre
29025,RegionA,Ligero,32.73324454,Hombre
29026,RegionA,Pesado,66.27544073,Mujer
29027,RegionB,Ligero,12.26126402,Hombre
29028,RegionC,Pesado,52.2850031,Hombre
29029,RegionC,Ligero,49.33791916,Hombre
29030,RegionB,Ligero,36.36343279,Hombre
29031,RegionC,Ligero,23.13758339,Mujer
29032,RegionC,Pesado,47.35170473,Mujer
29033,RegionB,Pesado,20.41899903,Hombre
29034,RegionC,Pesado,51.47611718,Hombre
29035,RegionA,Ligero,28.25703687,Mujer
29036,RegionA,Ligero,51.55977637,Hombre
29037,RegionB,Pesado,57.50691181,Hombre
29038,RegionA,Pesado,35.81613163,Mujer
29039,RegionB,Ligero,28.62074223,Hombre
29040,RegionA,Ligero,68.05015659,Hombre
29041,RegionA,Ligero,35.14152547,Mujer
29042,RegionC,Ligero,42.40128698,Mujer
29043,RegionA,Ligero,40.3590974,Mujer
29044,RegionB,Ligero,49.70739119,Mujer
29045,RegionB,Ligero,39.41106039,Mujer
29046,RegionB,Ligero,34.79816226,Mujer
29047,RegionA,Ligero,47.45790144,Hombre
29048,RegionA,Ligero,55.39604431,Mujer
29049,RegionB,Ligero,23.16212879,Mujer
29050,RegionC,Pesado,30.20860364,Hombre
29051,RegionB,Ligero,47.5604983,Hombre
29052,RegionB,Pesado,47.93750556,Hombre
29053,RegionA,Ligero,46.84939073,Hombre
29054,RegionC,Ligero,58.64548709,Mujer
29055,RegionA,Ligero,37.12786315,Mujer
29056,RegionA,Pesado,43.80911417,Mujer
29057,RegionB,Ligero,48.09195523,Hombre
29058,RegionB,Pesado,63.53028833,Mujer
29059,RegionC,Ligero,67.07980475,Mujer
29060,RegionB,Ligero,47.3945152,Hombre
29061,RegionC,Pesado,35.42531542,Mujer
29062,RegionA,Ligero,51.40937617,Mujer
29063,RegionA,Ligero,58.0397775,Hombre
29064,RegionB,Ligero,49.15703744,Hombre
29065,RegionB,Ligero,23.5714735,Mujer
29066,RegionC,Pesado,37.29117596,Mujer
29067,RegionC,Ligero,29.37994328,Mujer
29068,RegionC,Pesado,47.78440235,Hombre
29069,RegionC,Ligero,25.20339281,Mujer
29070,RegionC,Pesado,31.16524109,Hombre
29071,RegionB,Ligero,68.38885402,Hombre
29072,RegionA,Ligero,40.31385668,Mujer
29073,RegionA,Ligero,21.33232568,Mujer
29074,RegionC,Ligero,28.97514295,Hombre
29075,RegionC,Ligero,39.83010225,Mujer
29076,RegionC,Pesado,32.72145053,Mujer
29077,RegionA,Ligero,48.46716154,Mujer
29078,RegionB,Ligero,54.37924912,Hombre
29079,RegionC,Ligero,42.19936133,Hombre
29080,RegionB,Ligero,44.35548395,Hombre
29081,RegionA,Ligero,40.02966202,Hombre
29082,RegionC,Pesado,53.41474885,Hombre
29083,RegionB,Ligero,26.80848278,Hombre
29084,RegionB,Ligero,37.8693559,Mujer
29085,RegionB,Pesado,25.33570119,Mujer
29086,RegionA,Ligero,35.53504875,Mujer
29087,RegionB,Ligero,37.53559593,Mujer
29088,RegionA,Pesado,53.2046624,Hombre
29089,RegionA,Ligero,64.23206394,Hombre
29090,RegionA,Pesado,35.31590885,Hombre
29091,RegionB,Ligero,53.49685041,Mujer
29092,RegionC,Ligero,28.19892233,Mujer
29093,RegionB,Ligero,23.52748211,Mujer
29094,RegionB,Ligero,46.98110266,Mujer
29095,RegionA,Pesado,41.02614991,Hombre
29096,RegionA,Ligero,45.9742102,Mujer
29097,RegionA,Ligero,36.80215011,Mujer
29098,RegionC,Ligero,45.44672719,Mujer
29099,RegionB,Pesado,42.6238819,Hombre
29100,RegionB,Ligero,51.96228248,Mujer
29101,RegionA,Ligero,67.67733949,Hombre
29102,RegionB,Ligero,27.48387346,Mujer
29103,RegionC,Ligero,50.32936695,Hombre
29104,RegionC,Ligero,34.57096059,Hombre
29105,RegionB,Pesado,50.7395393,Mujer
29106,RegionA,Ligero,37.32952804,Mujer
29107,RegionC,Ligero,32.21000927,Hombre
29108,RegionB,Pesado,40.22134111,Mujer
29109,RegionC,Ligero,31.78735322,Mujer
29110,RegionA,Ligero,33.84108077,Hombre
29111,RegionB,Pesado,46.37539699,Hombre
29112,RegionC,Ligero,52.16782501,Mujer
29113,RegionC,Pesado,44.93240884,Hombre
29114,RegionB,Ligero,26.82153361,Hombre
29115,RegionC,Ligero,34.91732148,Hombre
29116,RegionA,Pesado,49.21994401,Hombre
29117,RegionC,Ligero,47.72910617,Mujer
29118,RegionB,Ligero,32.74498421,Mujer
29119,RegionB,Ligero,47.83498481,Mujer
29120,RegionA,Ligero,42.7406489,Hombre
29121,RegionC,Ligero,28.77035333,Hombre
29122,RegionC,Ligero,25.63961346,Hombre
29123,RegionA,Pesado,20.30438437,Hombre
29124,RegionA,Ligero,21.51314352,Mujer
29125,RegionA,Ligero,45.07884983,Mujer
29126,RegionA,Pesado,25.19342573,Mujer
29127,RegionC,Ligero,37.04765688,Mujer
29128,RegionB,Pesado,57.97724632,Hombre
29129,RegionC,Pesado,32.34576216,Hombre
29130,RegionA,Ligero,29.37466069,Mujer
29131,RegionC,Ligero,51.28906942,Hombre
29132,RegionC,Pesado,24.43667349,Mujer
29133,RegionC,Pesado,55.99435068,Mujer
29134,RegionA,Ligero,57.46073483,Mujer
29135,RegionA,Ligero,55.38567827,Hombre
29136,RegionA,Pesado,31.92306253,Hombre
29137,RegionA,Ligero,9.706281654,Hombre
29138,RegionB,Ligero,40.68893772,Hombre
29139,RegionA,Ligero,31.02723353,Hombre
29140,RegionA,Ligero,49.25622104,Mujer
29141,RegionA,Ligero,43.16846895,Mujer
29142,RegionC,Pesado,47.12224701,Mujer
29143,RegionB,Ligero,31.79390967,Hombre
29144,RegionB,Pesado,30.68236098,Mujer
29145,RegionB,Ligero,30.96225891,Mujer
29146,RegionB,Ligero,61.39838291,Mujer
29147,RegionB,Ligero,32.09347153,Hombre
29148,RegionC,Ligero,35.55374782,Hombre
29149,RegionC,Pesado,52.8075877,Mujer
29150,RegionB,Pesado,32.69491455,Mujer
29151,RegionC,Ligero,30.1350281,Mujer
29152,RegionB,Pesado,39.42029497,Hombre
29153,RegionC,Ligero,53.58457777,Hombre
29154,RegionA,Ligero,40.02420929,Mujer
29155,RegionA,Ligero,58.9670953,Mujer
29156,RegionC,Pesado,21.10940295,Mujer
29157,RegionC,Ligero,24.68545017,Mujer
29158,RegionC,Ligero,14.81719235,Mujer
29159,RegionA,Ligero,26.86903883,Hombre
29160,RegionA,Pesado,51.20869059,Hombre
29161,RegionA,Ligero,37.21467449,Hombre
29162,RegionA,Ligero,59.96416744,Hombre
29163,RegionA,Pesado,55.12263569,Hombre
29164,RegionC,Ligero,32.44182787,Hombre
29165,RegionA,Pesado,12.59706839,Mujer
29166,RegionC,Ligero,69.14655758,Mujer
29167,RegionC,Ligero,30.235106,Hombre
29168,RegionB,Ligero,48.49235954,Hombre
29169,RegionA,Pesado,28.84916642,Hombre
29170,RegionC,Ligero,51.59776007,Hombre
29171,RegionA,Ligero,28.39028422,Mujer
29172,RegionA,Ligero,46.59042911,Mujer
29173,RegionA,Ligero,33.63544177,Hombre
29174,RegionC,Ligero,44.21577656,Mujer
29175,RegionC,Ligero,47.33167027,Hombre
29176,RegionA,Ligero,43.50662732,Hombre
29177,RegionB,Pesado,48.28227199,Hombre
29178,RegionB,Ligero,48.58959009,Mujer
29179,RegionB,Ligero,48.04374709,Mujer
29180,RegionC,Ligero,35.38981562,Mujer
29181,RegionA,Pesado,43.30637962,Hombre
29182,RegionC,Pesado,44.09927149,Mujer
29183,RegionA,Ligero,25.071016,Hombre
29184,RegionC,Ligero,56.64246595,Hombre
29185,RegionB,Ligero,50.57678348,Hombre
29186,RegionA,Ligero,59.69425638,Mujer
29187,RegionB,Ligero,32.156732,Hombre
29188,RegionB,Ligero,23.78766379,Mujer
29189,RegionB,Ligero,30.19808827,Mujer
29190,RegionC,Ligero,56.33592695,Hombre
29191,RegionC,Ligero,39.53482402,Mujer
29192,RegionC,Ligero,42.07104034,Mujer
29193,RegionB,Pesado,49.68649934,Mujer
29194,RegionC,Ligero,52.09807538,Hombre
29195,RegionB,Pesado,46.83971287,Hombre
29196,RegionC,Ligero,41.40081244,Mujer
29197,RegionC,Ligero,28.76533181,Hombre
29198,RegionB,Pesado,27.50503995,Mujer
29199,RegionB,Ligero,29.61794478,Hombre
29200,RegionB,Ligero,18.13615061,Hombre
29201,RegionA,Ligero,34.987484,Hombre
29202,RegionA,Ligero,55.58144453,Hombre
29203,RegionB,Ligero,34.23333912,Hombre
29204,RegionA,Pesado,44.36778675,Mujer
29205,RegionA,Ligero,21.67911566,Hombre
29206,RegionB,Ligero,59.27048059,Mujer
29207,RegionC,Ligero,44.84736804,Mujer
29208,RegionA,Ligero,23.83449214,Hombre
29209,RegionA,Pesado,49.13066696,Mujer
29210,RegionC,Ligero,56.26605797,Hombre
29211,RegionA,Pesado,53.88482874,Hombre
29212,RegionA,Ligero,25.97702774,Mujer
29213,RegionB,Ligero,13.49245154,Hombre
29214,RegionC,Ligero,20.69057205,Mujer
29215,RegionA,Pesado,64.72402053,Mujer
29216,RegionA,Ligero,27.60045945,Mujer
29217,RegionB,Pesado,24.1821135,Mujer
29218,RegionB,Ligero,48.82196306,Hombre
29219,RegionA,Pesado,35.77206773,Mujer
29220,RegionC,Ligero,47.98922311,Mujer
29221,RegionC,Pesado,37.22666275,Hombre
29222,RegionA,Ligero,48.43093452,Hombre
29223,RegionB,Ligero,49.27443338,Mujer
29224,RegionB,Ligero,39.33259555,Mujer
29225,RegionA,Pesado,43.3820642,Hombre
29226,RegionA,Pesado,54.74512847,Mujer
29227,RegionB,Ligero,27.61317789,Mujer
29228,RegionC,Ligero,60.37298958,Hombre
29229,RegionC,Ligero,37.68601012,Mujer
29230,RegionB,Pesado,28.94082114,Mujer
29231,RegionC,Ligero,63.56271507,Mujer
29232,RegionA,Ligero,35.27583779,Hombre
29233,RegionB,Pesado,22.82996768,Mujer
29234,RegionB,Ligero,23.67689857,Hombre
29235,RegionC,Pesado,51.14773399,Mujer
29236,RegionA,Ligero,37.80000457,Hombre
29237,RegionA,Ligero,35.78514153,Mujer
29238,RegionC,Pesado,26.66128057,Mujer
29239,RegionC,Ligero,43.24743946,Mujer
29240,RegionC,Pesado,47.87162553,Hombre
29241,RegionC,Ligero,27.61444579,Hombre
29242,RegionC,Ligero,42.66285035,Hombre
29243,RegionC,Ligero,25.75009843,Mujer
29244,RegionB,Ligero,48.8777723,Hombre
29245,RegionA,Pesado,30.85128839,Hombre
29246,RegionA,Ligero,56.13751044,Hombre
29247,RegionC,Ligero,32.45745114,Mujer
29248,RegionB,Ligero,26.17243877,Mujer
29249,RegionA,Ligero,48.53068296,Hombre
29250,RegionB,Ligero,37.45580878,Hombre
29251,RegionA,Ligero,34.98684732,Mujer
29252,RegionC,Pesado,60.45237596,Hombre
29253,RegionC,Ligero,58.99177304,Hombre
29254,RegionB,Ligero,37.62736048,Mujer
29255,RegionA,Pesado,31.6686679,Mujer
29256,RegionC,Pesado,39.06836654,Hombre
29257,RegionB,Pesado,30.36637451,Hombre
29258,RegionA,Pesado,15.4976838,Mujer
29259,RegionA,Ligero,23.1245241,Hombre
29260,RegionB,Ligero,25.71153533,Mujer
29261,RegionC,Pesado,22.60484661,Hombre
29262,RegionB,Ligero,40.21659172,Hombre
29263,RegionB,Pesado,44.22312625,Hombre
29264,RegionA,Pesado,47.1844233,Hombre
29265,RegionB,Ligero,30.30576842,Hombre
29266,RegionC,Ligero,40.44314641,Mujer
29267,RegionC,Ligero,27.52176447,Hombre
29268,RegionB,Ligero,22.75403879,Mujer
29269,RegionA,Ligero,54.17110117,Mujer
29270,RegionB,Ligero,56.81959226,Hombre
29271,RegionC,Pesado,38.17862258,Hombre
29272,RegionA,Pesado,13.25031394,Hombre
29273,RegionB,Ligero,51.07260857,Mujer
29274,RegionA,Ligero,44.24256689,Mujer
29275,RegionC,Ligero,43.25634718,Mujer
29276,RegionA,Ligero,24.76748322,Mujer
29277,RegionC,Ligero,56.45826669,Mujer
29278,RegionB,Ligero,15.38762261,Hombre
29279,RegionB,Pesado,27.33466785,Mujer
29280,RegionB,Ligero,43.12894725,Mujer
29281,RegionC,Ligero,46.58667024,Hombre
29282,RegionC,Ligero,33.46258179,Mujer
29283,RegionB,Ligero,63.44585474,Hombre
29284,RegionB,Ligero,39.73608069,Hombre
29285,RegionC,Pesado,32.35388262,Mujer
29286,RegionC,Pesado,40.21005205,Mujer
29287,RegionA,Ligero,51.42225681,Hombre
29288,RegionB,Pesado,43.3910851,Hombre
29289,RegionB,Ligero,61.88951283,Mujer
29290,RegionB,Ligero,18.95055111,Hombre
29291,RegionA,Ligero,29.42504951,Mujer
29292,RegionC,Ligero,21.8336482,Mujer
29293,RegionB,Pesado,47.92701543,Hombre
29294,RegionA,Ligero,39.99392119,Hombre
29295,RegionC,Ligero,31.76107018,Mujer
29296,RegionB,Ligero,39.08912225,Mujer
29297,RegionB,Ligero,18.36033181,Hombre
29298,RegionC,Ligero,53.33363468,Hombre
29299,RegionA,Pesado,55.74706954,Mujer
29300,RegionB,Ligero,36.89603893,Hombre
29301,RegionA,Ligero,45.12560649,Mujer
29302,RegionC,Pesado,29.94713191,Hombre
29303,RegionC,Ligero,43.38988341,Mujer
29304,RegionB,Ligero,35.31658776,Mujer
29305,RegionC,Pesado,24.71417941,Mujer
29306,RegionC,Pesado,36.29380065,Hombre
29307,RegionC,Ligero,48.48051404,Hombre
29308,RegionB,Ligero,38.62319159,Mujer
29309,RegionC,Pesado,57.29954054,Mujer
29310,RegionB,Ligero,32.42979665,Mujer
29311,RegionC,Ligero,42.27829338,Mujer
29312,RegionB,Pesado,49.1719638,Hombre
29313,RegionC,Ligero,46.52699407,Hombre
29314,RegionC,Pesado,37.38329605,Mujer
29315,RegionC,Ligero,37.25413824,Hombre
29316,RegionA,Pesado,46.78157575,Mujer
29317,RegionC,Ligero,41.36970368,Hombre
29318,RegionB,Ligero,54.7840956,Hombre
29319,RegionC,Ligero,45.05539601,Hombre
29320,RegionB,Pesado,60.93086297,Hombre
29321,RegionB,Ligero,64.79379605,Mujer
29322,RegionA,Ligero,34.16603532,Hombre
29323,RegionB,Ligero,24.84569449,Mujer
29324,RegionB,Pesado,30.50398918,Hombre
29325,RegionB,Ligero,34.29270668,Mujer
29326,RegionC,Ligero,53.98230101,Hombre
29327,RegionB,Ligero,48.24198702,Mujer
29328,RegionB,Ligero,43.73297258,Hombre
29329,RegionB,Ligero,50.61166452,Mujer
29330,RegionC,Pesado,44.91753495,Hombre
29331,RegionC,Pesado,53.29198475,Hombre
29332,RegionB,Ligero,60.44412408,Mujer
29333,RegionB,Pesado,21.53853819,Hombre
29334,RegionC,Ligero,40.84747965,Mujer
29335,RegionB,Pesado,35.21073499,Hombre
29336,RegionA,Ligero,52.38863126,Hombre
29337,RegionC,Ligero,56.8427799,Hombre
29338,RegionA,Ligero,52.37029816,Hombre
29339,RegionB,Ligero,52.20993109,Mujer
29340,RegionB,Pesado,43.63118632,Hombre
29341,RegionB,Pesado,24.19891977,Hombre
29342,RegionA,Ligero,45.3376215,Hombre
29343,RegionB,Ligero,34.20055418,Mujer
29344,RegionA,Pesado,49.91358272,Hombre
29345,RegionC,Ligero,43.71245932,Hombre
29346,RegionC,Ligero,63.45626628,Hombre
29347,RegionB,Pesado,57.23424795,Mujer
29348,RegionC,Ligero,37.03590979,Mujer
29349,RegionB,Pesado,19.27555858,Hombre
29350,RegionC,Ligero,24.62753474,Mujer
29351,RegionC,Pesado,27.2769868,Hombre
29352,RegionC,Pesado,50.17436649,Hombre
29353,RegionB,Ligero,24.54049079,Hombre
29354,RegionC,Pesado,36.47879258,Mujer
29355,RegionB,Pesado,50.97630327,Hombre
29356,RegionB,Ligero,22.10473445,Hombre
29357,RegionB,Ligero,13.60370462,Hombre
29358,RegionA,Ligero,29.51563343,Mujer
29359,RegionC,Ligero,34.29791905,Hombre
29360,RegionB,Ligero,43.50553492,Mujer
29361,RegionB,Ligero,47.6324916,Mujer
29362,RegionC,Ligero,22.78023217,Mujer
29363,RegionC,Ligero,23.28688594,Hombre
29364,RegionA,Ligero,58.0026764,Hombre
29365,RegionA,Ligero,33.50413827,Hombre
29366,RegionC,Ligero,33.86798565,Hombre
29367,RegionC,Ligero,49.80333025,Hombre
29368,RegionC,Pesado,29.71028311,Hombre
29369,RegionA,Ligero,61.42577902,Hombre
29370,RegionC,Ligero,34.13204762,Hombre
29371,RegionB,Pesado,37.24651814,Hombre
29372,RegionB,Ligero,19.93410372,Hombre
29373,RegionB,Pesado,52.99550517,Hombre
29374,RegionB,Ligero,32.76709747,Mujer
29375,RegionB,Ligero,27.4070982,Hombre
29376,RegionA,Ligero,52.09602927,Hombre
29377,RegionC,Ligero,42.81300995,Hombre
29378,RegionA,Ligero,15.79458455,Hombre
29379,RegionA,Ligero,36.15826965,Mujer
29380,RegionB,Ligero,55.44679828,Hombre
29381,RegionB,Ligero,53.7647536,Hombre
29382,RegionC,Pesado,52.98190589,Mujer
29383,RegionA,Ligero,37.0232575,Mujer
29384,RegionC,Pesado,54.01197371,Hombre
29385,RegionB,Ligero,44.46282927,Mujer
29386,RegionA,Ligero,43.58256297,Hombre
29387,RegionA,Ligero,65.33146599,Mujer
29388,RegionC,Ligero,49.78599985,Mujer
29389,RegionA,Ligero,45.41258305,Mujer
29390,RegionA,Ligero,47.64705157,Hombre
29391,RegionC,Ligero,66.65260254,Mujer
29392,RegionA,Pesado,18.09624616,Hombre
29393,RegionA,Ligero,49.54400227,Hombre
29394,RegionB,Ligero,25.34786043,Hombre
29395,RegionB,Ligero,31.86799751,Hombre
29396,RegionB,Pesado,66.39788837,Hombre
29397,RegionC,Pesado,40.51095024,Hombre
29398,RegionA,Ligero,23.55664735,Hombre
29399,RegionB,Ligero,58.7311973,Hombre
29400,RegionB,Ligero,20.96782764,Hombre
29401,RegionA,Pesado,36.1046226,Hombre
29402,RegionA,Pesado,14.92704003,Hombre
29403,RegionB,Pesado,28.48213987,Mujer
29404,RegionC,Ligero,56.60652683,Mujer
29405,RegionC,Ligero,55.14405406,Hombre
29406,RegionA,Ligero,38.0226909,Mujer
29407,RegionB,Pesado,51.01005655,Mujer
29408,RegionB,Ligero,37.94436891,Mujer
29409,RegionA,Pesado,30.52228861,Hombre
29410,RegionC,Pesado,46.85476337,Mujer
29411,RegionA,Pesado,26.83958221,Mujer
29412,RegionB,Pesado,24.82496843,Mujer
29413,RegionC,Ligero,42.399029,Mujer
29414,RegionC,Ligero,49.93569477,Hombre
29415,RegionB,Ligero,41.38530558,Hombre
29416,RegionA,Ligero,16.89546428,Hombre
29417,RegionB,Ligero,41.78677905,Mujer
29418,RegionC,Ligero,42.84552684,Hombre
29419,RegionC,Ligero,35.90328548,Mujer
29420,RegionB,Ligero,39.61348053,Hombre
29421,RegionA,Ligero,38.69292146,Mujer
29422,RegionB,Ligero,50.49269553,Hombre
29423,RegionC,Ligero,23.97916468,Hombre
29424,RegionA,Ligero,41.55701536,Mujer
29425,RegionC,Ligero,69.91662989,Mujer
29426,RegionA,Ligero,43.4124724,Mujer
29427,RegionB,Pesado,26.75132354,Mujer
29428,RegionB,Ligero,54.33289737,Mujer
29429,RegionC,Ligero,44.16125081,Hombre
29430,RegionA,Pesado,46.8980058,Hombre
29431,RegionB,Ligero,34.88030135,Hombre
29432,RegionA,Ligero,26.57034465,Mujer
29433,RegionB,Ligero,17.2283448,Mujer
29434,RegionC,Ligero,37.76079373,Mujer
29435,RegionA,Ligero,44.11277523,Mujer
29436,RegionC,Pesado,46.40012898,Hombre
29437,RegionA,Ligero,22.93501359,Mujer
29438,RegionC,Ligero,47.26050136,Mujer
29439,RegionC,Ligero,22.38808142,Mujer
29440,RegionC,Pesado,52.26275887,Mujer
29441,RegionB,Pesado,31.58807901,Hombre
29442,RegionA,Ligero,48.70608297,Hombre
29443,RegionA,Pesado,26.46464807,Mujer
29444,RegionC,Ligero,43.49228925,Mujer
29445,RegionA,Ligero,21.05421498,Mujer
29446,RegionB,Ligero,30.92474737,Mujer
29447,RegionB,Ligero,30.46743515,Mujer
29448,RegionC,Pesado,36.04974387,Hombre
29449,RegionC,Pesado,26.99799993,Mujer
29450,RegionC,Pesado,56.81922641,Mujer
29451,RegionA,Ligero,43.78484894,Mujer
29452,RegionC,Ligero,55.9121409,Mujer
29453,RegionA,Pesado,49.74335221,Mujer
29454,RegionC,Pesado,30.41853765,Mujer
29455,RegionB,Pesado,42.89106507,Mujer
29456,RegionC,Ligero,29.92306939,Mujer
29457,RegionB,Ligero,32.24143147,Mujer
29458,RegionA,Ligero,56.57854002,Hombre
29459,RegionB,Ligero,21.37198223,Mujer
29460,RegionC,Ligero,50.57499596,Hombre
29461,RegionC,Ligero,37.28718807,Mujer
29462,RegionA,Pesado,35.54161271,Mujer
29463,RegionC,Ligero,46.71013319,Mujer
29464,RegionA,Ligero,32.25286005,Hombre
29465,RegionA,Ligero,57.14547389,Mujer
29466,RegionB,Pesado,55.84721862,Mujer
29467,RegionB,Ligero,45.12092523,Hombre
29468,RegionA,Ligero,14.64140519,Mujer
29469,RegionC,Ligero,55.56699124,Mujer
29470,RegionB,Ligero,25.35917866,Mujer
29471,RegionC,Pesado,39.4519258,Hombre
29472,RegionC,Pesado,21.39976351,Hombre
29473,RegionA,Pesado,29.23261391,Mujer
29474,RegionB,Ligero,17.7277653,Mujer
29475,RegionB,Ligero,22.90206646,Hombre
29476,RegionC,Ligero,34.47137269,Hombre
29477,RegionC,Ligero,38.24404639,Mujer
29478,RegionC,Ligero,42.8766613,Hombre
29479,RegionB,Ligero,51.31673931,Hombre
29480,RegionB,Pesado,52.58907804,Mujer
29481,RegionA,Ligero,49.52678113,Hombre
29482,RegionC,Ligero,16.28251785,Mujer
29483,RegionC,Ligero,47.28973985,Mujer
29484,RegionB,Ligero,30.74911637,Hombre
29485,RegionC,Ligero,56.40468362,Hombre
29486,RegionC,Pesado,44.35014865,Hombre
29487,RegionA,Ligero,27.75979392,Mujer
29488,RegionB,Pesado,64.05761542,Mujer
29489,RegionC,Ligero,36.56453086,Mujer
29490,RegionB,Ligero,34.19477495,Mujer
29491,RegionA,Ligero,29.94589096,Mujer
29492,RegionC,Ligero,32.08774572,Hombre
29493,RegionB,Pesado,22.69929227,Hombre
29494,RegionC,Ligero,38.16856139,Hombre
29495,RegionB,Ligero,52.17200444,Mujer
29496,RegionA,Ligero,17.31829969,Hombre
29497,RegionA,Pesado,57.83706743,Mujer
29498,RegionB,Ligero,36.8601,Hombre
29499,RegionC,Pesado,46.5506356,Mujer
29500,RegionA,Pesado,42.63519469,Mujer
29501,RegionB,Ligero,33.84267308,Hombre
29502,RegionB,Ligero,37.58325085,Mujer
29503,RegionC,Ligero,20.59356503,Mujer
29504,RegionC,Pesado,55.39972079,Hombre
29505,RegionA,Pesado,41.92443636,Hombre
29506,RegionA,Ligero,38.3114077,Hombre
29507,RegionC,Ligero,24.19982983,Hombre
29508,RegionC,Ligero,56.43096196,Hombre
29509,RegionB,Pesado,31.91146775,Hombre
29510,RegionC,Pesado,29.60878785,Mujer
29511,RegionA,Ligero,36.09986786,Hombre
29512,RegionA,Pesado,45.70195727,Mujer
29513,RegionB,Ligero,44.67578554,Mujer
29514,RegionC,Pesado,56.53027855,Mujer
29515,RegionA,Pesado,30.74853331,Mujer
29516,RegionA,Ligero,31.81303511,Mujer
29517,RegionA,Ligero,53.84734677,Mujer
29518,RegionB,Ligero,37.84927799,Hombre
29519,RegionC,Ligero,14.54969985,Mujer
29520,RegionB,Ligero,56.0761426,Hombre
29521,RegionB,Ligero,55.73237348,Mujer
29522,RegionB,Pesado,25.77477448,Hombre
29523,RegionB,Ligero,60.67523908,Mujer
29524,RegionA,Ligero,25.53412592,Hombre
29525,RegionA,Ligero,43.50439265,Mujer
29526,RegionA,Pesado,25.51071808,Mujer
29527,RegionB,Ligero,58.77374864,Hombre
29528,RegionB,Ligero,42.64174447,Mujer
29529,RegionC,Pesado,38.89338273,Mujer
29530,RegionC,Ligero,23.08343509,Hombre
29531,RegionA,Pesado,47.44130812,Hombre
29532,RegionB,Ligero,37.13456271,Hombre
29533,RegionB,Pesado,42.24368034,Hombre
29534,RegionA,Ligero,55.96283856,Hombre
29535,RegionC,Pesado,42.31583315,Mujer
29536,RegionB,Ligero,50.70912982,Mujer
29537,RegionA,Ligero,50.73814051,Mujer
29538,RegionA,Ligero,50.66706395,Hombre
29539,RegionB,Ligero,46.53668491,Mujer
29540,RegionC,Ligero,27.30059358,Hombre
29541,RegionA,Pesado,30.63071129,Hombre
29542,RegionC,Ligero,35.66089808,Hombre
29543,RegionA,Ligero,60.47962786,Mujer
29544,RegionC,Ligero,49.62671073,Mujer
29545,RegionB,Pesado,50.39389036,Hombre
29546,RegionB,Ligero,52.7476469,Mujer
29547,RegionC,Ligero,29.63508735,Hombre
29548,RegionA,Pesado,32.72078054,Hombre
29549,RegionC,Pesado,30.63983755,Mujer
29550,RegionA,Pesado,59.84625268,Hombre
29551,RegionA,Ligero,57.74182968,Mujer
29552,RegionB,Ligero,37.84740318,Mujer
29553,RegionA,Ligero,34.026266,Hombre
29554,RegionA,Ligero,57.37078243,Mujer
29555,RegionC,Ligero,12.51367428,Hombre
29556,RegionC,Ligero,64.80482887,Hombre
29557,RegionB,Ligero,51.05459797,Hombre
29558,RegionB,Ligero,25.91068343,Hombre
29559,RegionA,Ligero,21.77327978,Mujer
29560,RegionC,Ligero,41.67803715,Mujer
29561,RegionA,Ligero,44.78013796,Mujer
29562,RegionA,Ligero,35.16206667,Hombre
29563,RegionB,Ligero,57.55968657,Hombre
29564,RegionA,Ligero,28.9137149,Mujer
29565,RegionC,Ligero,38.40568339,Mujer
29566,RegionA,Ligero,54.42860014,Hombre
29567,RegionB,Ligero,43.24179824,Mujer
29568,RegionC,Ligero,21.25614366,Hombre
29569,RegionC,Pesado,62.32016465,Hombre
29570,RegionC,Ligero,55.18736181,Hombre
29571,RegionB,Ligero,24.56020536,Hombre
29572,RegionA,Ligero,32.59853605,Hombre
29573,RegionA,Pesado,36.97415537,Mujer
29574,RegionC,Ligero,33.09599725,Mujer
29575,RegionA,Ligero,38.9218118,Hombre
29576,RegionC,Ligero,39.98442446,Mujer
29577,RegionC,Pesado,57.45348193,Mujer
29578,RegionB,Ligero,33.27149617,Hombre
29579,RegionA,Ligero,66.00290025,Mujer
29580,RegionB,Ligero,36.33208847,Mujer
29581,RegionB,Ligero,29.16791966,Mujer
29582,RegionB,Ligero,38.85871833,Hombre
29583,RegionC,Ligero,39.37907498,Mujer
29584,RegionB,Ligero,19.36545083,Mujer
29585,RegionB,Ligero,68.03721275,Mujer
29586,RegionB,Pesado,42.40499319,Mujer
29587,RegionA,Pesado,43.62887827,Hombre
29588,RegionC,Pesado,43.34799148,Mujer
29589,RegionB,Ligero,38.16503537,Hombre
29590,RegionA,Ligero,42.35702302,Hombre
29591,RegionB,Ligero,28.96314173,Mujer
29592,RegionA,Pesado,33.20897999,Mujer
29593,RegionC,Ligero,34.9949498,Hombre
